post_date,job_family,count_id_indexed
2020-12-05,Retail Staff,0.7517
2020-12-05,Sales,0.6855
2020-12-05,Security,0.7211
2020-12-05,Skilled Trades,0.7876
2020-12-05,Supply Chain Staff,0.7604
2020-12-05,Unassigned,0.2966
2020-12-06,,1.0449
2020-12-06,Customer Service,0.6145
2020-12-06,Entertainment and Recreation,0.3988
2020-12-06,Facilities/Constr,0.6134
2020-12-06,Finance/Insurance,0.8170
2020-12-06,Food & Beverage,0.6511
2020-12-06,Healthcare,0.7057
2020-12-06,Hospitality Staff,0.5348
2020-12-06,Human Resources,0.5434
2020-12-06,IT,0.2905
2020-12-06,Manufacturing/Operations Staff,0.6043
2020-12-06,Marketing/Advertising,0.8477
2020-12-06,Product Management,1.1076
2020-12-06,Retail Staff,0.6834
2020-12-06,Sales,0.6770
2020-12-06,Security,0.7242
2020-12-06,Skilled Trades,0.7879
2020-12-06,Supply Chain Staff,0.7475
2020-12-06,Unassigned,0.2839
2020-12-07,,1.0471
2020-12-07,Customer Service,0.6203
2020-12-07,Entertainment and Recreation,0.4009
2020-12-07,Facilities/Constr,0.6138
2020-12-07,Finance/Insurance,0.8345
2020-12-07,Food & Beverage,0.6552
2020-12-07,Healthcare,0.7068
2020-12-07,Hospitality Staff,0.5413
2020-12-07,Human Resources,0.5451
2020-12-07,IT,0.2963
2020-12-07,Manufacturing/Operations Staff,0.6126
2020-12-07,Marketing/Advertising,0.8511
2020-12-07,Product Management,1.1032
2020-12-07,Retail Staff,0.6938
2020-12-07,Sales,0.6912
2020-12-07,Security,0.7270
2020-12-07,Skilled Trades,0.7946
2020-12-07,Supply Chain Staff,0.7765
2020-12-07,Unassigned,0.2878
2020-12-08,,1.0322
2020-12-08,Customer Service,0.6082
2020-12-08,Entertainment and Recreation,0.3972
2020-12-08,Facilities/Constr,0.6181
2020-12-08,Finance/Insurance,0.8264
2020-12-08,Food & Beverage,0.6485
2020-12-08,Healthcare,0.7119
2020-12-08,Hospitality Staff,0.5650
2020-12-08,Human Resources,0.5437
2020-12-08,IT,0.2946
2020-12-08,Manufacturing/Operations Staff,0.6140
2020-12-08,Marketing/Advertising,0.8488
2020-12-08,Product Management,1.0519
2020-12-08,Retail Staff,0.6875
2020-12-08,Sales,0.6986
2020-12-08,Security,0.7199
2020-12-08,Skilled Trades,0.7917
2020-12-08,Supply Chain Staff,0.7613
2020-12-08,Unassigned,0.2875
2020-12-09,,1.0227
2020-12-09,Customer Service,0.6095
2020-12-09,Entertainment and Recreation,0.3895
2020-12-09,Facilities/Constr,0.6138
2020-12-09,Finance/Insurance,0.8211
2020-12-09,Food & Beverage,0.6478
2020-12-09,Healthcare,0.7000
2020-12-09,Hospitality Staff,0.5801
2020-12-09,Human Resources,0.5355
2020-12-09,IT,0.2990
2020-12-09,Manufacturing/Operations Staff,0.5981
2020-12-09,Marketing/Advertising,0.8615
2020-12-09,Product Management,0.9913
2020-12-09,Retail Staff,0.6895
2020-12-09,Sales,0.7243
2020-12-09,Security,0.7147
2020-12-09,Skilled Trades,0.7723
2020-12-09,Supply Chain Staff,0.7339
2020-12-09,Unassigned,0.2833
2020-12-10,,1.0307
2020-12-10,Customer Service,0.6163
2020-12-10,Entertainment and Recreation,0.3926
2020-12-10,Facilities/Constr,0.6225
2020-12-10,Finance/Insurance,0.8180
2020-12-10,Food & Beverage,0.6468
2020-12-10,Healthcare,0.7038
2020-12-10,Hospitality Staff,0.5847
2020-12-10,Human Resources,0.5335
2020-12-10,IT,0.2986
2020-12-10,Manufacturing/Operations Staff,0.5991
2020-12-10,Marketing/Advertising,0.8622
2020-12-10,Product Management,0.9246
2020-12-10,Retail Staff,0.6858
2020-12-10,Sales,0.7298
2020-12-10,Security,0.7256
2020-12-10,Skilled Trades,0.7761
2020-12-10,Supply Chain Staff,0.7533
2020-12-10,Unassigned,0.2866
2020-12-11,,1.0355
2020-12-11,Customer Service,0.6092
2020-12-11,Entertainment and Recreation,0.3881
2020-12-11,Facilities/Constr,0.6160
2020-12-11,Finance/Insurance,0.7941
2020-12-11,Food & Beverage,0.6427
2020-12-11,Healthcare,0.7074
2020-12-11,Hospitality Staff,0.5784
2020-12-11,Human Resources,0.5341
2020-12-11,IT,0.2924
2020-12-11,Manufacturing/Operations Staff,0.5928
2020-12-11,Marketing/Advertising,0.8410
2020-12-11,Product Management,0.8053
2020-12-11,Retail Staff,0.6746
2020-12-11,Sales,0.7086
2020-12-11,Security,0.7183
2020-12-11,Skilled Trades,0.7684
2020-12-11,Supply Chain Staff,0.7705
2020-12-11,Unassigned,0.2850
2020-12-12,,1.0154
2020-12-12,Customer Service,0.6022
2020-12-12,Entertainment and Recreation,0.3861
2020-12-12,Facilities/Constr,0.6036
2020-12-12,Finance/Insurance,0.7866
2020-12-12,Food & Beverage,0.6379
2020-12-12,Healthcare,0.6846
2020-12-12,Hospitality Staff,0.5636
2020-12-12,Human Resources,0.5342
2020-12-12,IT,0.2892
2020-12-12,Manufacturing/Operations Staff,0.5844
2020-12-12,Marketing/Advertising,0.8342
2020-12-12,Product Management,0.7767
2020-12-12,Retail Staff,0.6635
2020-12-12,Sales,0.7066
2020-12-12,Security,0.7011
2020-12-12,Skilled Trades,0.7507
2020-12-12,Supply Chain Staff,0.7555
2020-12-12,Unassigned,0.2810
2020-12-13,,1.0225
2020-12-13,Customer Service,0.6014
2020-12-13,Entertainment and Recreation,0.3885
2020-12-13,Facilities/Constr,0.6040
2020-12-13,Finance/Insurance,0.7878
2020-12-13,Food & Beverage,0.6387
2020-12-13,Healthcare,0.6902
2020-12-13,Hospitality Staff,0.5629
2020-12-13,Human Resources,0.5360
2020-12-13,IT,0.2910
2020-12-13,Manufacturing/Operations Staff,0.5857
2020-12-13,Marketing/Advertising,0.8360
2020-12-13,Product Management,0.7717
2020-12-13,Retail Staff,0.6607
2020-12-13,Sales,0.7062
2020-12-13,Security,0.7040
2020-12-13,Skilled Trades,0.7523
2020-12-13,Supply Chain Staff,0.7511
2020-12-13,Unassigned,0.2813
2020-12-14,,1.0288
2020-12-14,Customer Service,0.5990
2020-12-14,Entertainment and Recreation,0.3901
2020-12-14,Facilities/Constr,0.6074
2020-12-14,Finance/Insurance,0.7774
2020-12-14,Food & Beverage,0.6398
2020-12-14,Healthcare,0.6975
2020-12-14,Hospitality Staff,0.5649
2020-12-14,Human Resources,0.5419
2020-12-14,IT,0.2884
2020-12-14,Manufacturing/Operations Staff,0.5853
2020-12-14,Marketing/Advertising,0.8345
2020-12-14,Product Management,0.7961
2020-12-14,Retail Staff,0.6522
2020-12-14,Sales,0.6960
2020-12-14,Security,0.7072
2020-12-14,Skilled Trades,0.7524
2020-12-14,Supply Chain Staff,0.7497
2020-12-14,Unassigned,0.2791
2020-12-15,,1.0852
2020-12-15,Customer Service,0.6040
2020-12-15,Entertainment and Recreation,0.3868
2020-12-15,Facilities/Constr,0.6043
2020-12-15,Finance/Insurance,0.7756
2020-12-15,Food & Beverage,0.6399
2020-12-15,Healthcare,0.7247
2020-12-15,Hospitality Staff,0.5588
2020-12-15,Human Resources,0.5467
2020-12-15,IT,0.2908
2020-12-15,Manufacturing/Operations Staff,0.5864
2020-12-15,Marketing/Advertising,0.8355
2020-12-15,Product Management,0.8729
2020-12-15,Retail Staff,0.6549
2020-12-15,Sales,0.6921
2020-12-15,Security,0.6960
2020-12-15,Skilled Trades,0.7586
2020-12-15,Supply Chain Staff,0.7323
2020-12-15,Unassigned,0.2792
2020-12-16,,1.0579
2020-12-16,Customer Service,0.5871
2020-12-16,Entertainment and Recreation,0.3792
2020-12-16,Facilities/Constr,0.6023
2020-12-16,Finance/Insurance,0.7809
2020-12-16,Food & Beverage,0.6352
2020-12-16,Healthcare,0.7341
2020-12-16,Hospitality Staff,0.5468
2020-12-16,Human Resources,0.5393
2020-12-16,IT,0.2873
2020-12-16,Manufacturing/Operations Staff,0.6013
2020-12-16,Marketing/Advertising,0.8331
2020-12-16,Product Management,0.9371
2020-12-16,Retail Staff,0.6546
2020-12-16,Sales,0.6764
2020-12-16,Security,0.6947
2020-12-16,Skilled Trades,0.7494
2020-12-16,Supply Chain Staff,0.7280
2020-12-16,Unassigned,0.2774
2020-12-17,,1.0124
2020-12-17,Customer Service,0.5619
2020-12-17,Entertainment and Recreation,0.3574
2020-12-17,Facilities/Constr,0.5779
2020-12-17,Finance/Insurance,0.7594
2020-12-17,Food & Beverage,0.6094
2020-12-17,Healthcare,0.7129
2020-12-17,Hospitality Staff,0.5221
2020-12-17,Human Resources,0.5223
2020-12-17,IT,0.2808
2020-12-17,Manufacturing/Operations Staff,0.5864
2020-12-17,Marketing/Advertising,0.8249
2020-12-17,Product Management,0.9512
2020-12-17,Retail Staff,0.6288
2020-12-17,Sales,0.6464
2020-12-17,Security,0.6813
2020-12-17,Skilled Trades,0.7141
2020-12-17,Supply Chain Staff,0.6889
2020-12-17,Unassigned,0.2677
2020-12-18,,0.9789
2020-12-18,Customer Service,0.5469
2020-12-18,Entertainment and Recreation,0.3399
2020-12-18,Facilities/Constr,0.5592
2020-12-18,Finance/Insurance,0.7450
2020-12-18,Food & Beverage,0.5839
2020-12-18,Healthcare,0.6889
2020-12-18,Hospitality Staff,0.4998
2020-12-18,Human Resources,0.4881
2020-12-18,IT,0.2732
2020-12-18,Manufacturing/Operations Staff,0.5792
2020-12-18,Marketing/Advertising,0.8156
2020-12-18,Product Management,0.9231
2020-12-18,Retail Staff,0.6072
2020-12-18,Sales,0.6274
2020-12-18,Security,0.6258
2020-12-18,Skilled Trades,0.6864
2020-12-18,Supply Chain Staff,0.6538
2020-12-18,Unassigned,0.2609
2020-12-19,,0.9269
2020-12-19,Customer Service,0.5270
2020-12-19,Entertainment and Recreation,0.3155
2020-12-19,Facilities/Constr,0.5298
2020-12-19,Finance/Insurance,0.6981
2020-12-19,Food & Beverage,0.5593
2020-12-19,Healthcare,0.6449
2020-12-19,Hospitality Staff,0.4774
2020-12-19,Human Resources,0.4465
2020-12-19,IT,0.2565
2020-12-19,Manufacturing/Operations Staff,0.5490
2020-12-19,Marketing/Advertising,0.7786
2020-12-19,Product Management,0.8437
2020-12-19,Retail Staff,0.5846
2020-12-19,Sales,0.5893
2020-12-19,Security,0.5806
2020-12-19,Skilled Trades,0.6508
2020-12-19,Supply Chain Staff,0.6231
2020-12-19,Unassigned,0.2468
2020-12-20,,0.9091
2020-12-20,Customer Service,0.5191
2020-12-20,Entertainment and Recreation,0.3169
2020-12-20,Facilities/Constr,0.5201
2020-12-20,Finance/Insurance,0.6890
2020-12-20,Food & Beverage,0.5552
2020-12-20,Healthcare,0.6369
2020-12-20,Hospitality Staff,0.4594
2020-12-20,Human Resources,0.4347
2020-12-20,IT,0.2496
2020-12-20,Manufacturing/Operations Staff,0.5447
2020-12-20,Marketing/Advertising,0.7521
2020-12-20,Product Management,0.8205
2020-12-20,Retail Staff,0.5846
2020-12-20,Sales,0.5669
2020-12-20,Security,0.5770
2020-12-20,Skilled Trades,0.6417
2020-12-20,Supply Chain Staff,0.6178
2020-12-20,Unassigned,0.2470
2020-12-21,,0.8514
2020-12-21,Customer Service,0.4970
2020-12-21,Entertainment and Recreation,0.3075
2020-12-21,Facilities/Constr,0.4760
2020-12-21,Finance/Insurance,0.6317
2020-12-21,Food & Beverage,0.5506
2020-12-21,Healthcare,0.5930
2020-12-21,Hospitality Staff,0.4198
2020-12-21,Human Resources,0.3893
2020-12-21,IT,0.2284
2020-12-21,Manufacturing/Operations Staff,0.4882
2020-12-21,Marketing/Advertising,0.6933
2020-12-21,Product Management,0.7427
2020-12-21,Retail Staff,0.5767
2020-12-21,Sales,0.5185
2020-12-21,Security,0.5349
2020-12-21,Skilled Trades,0.5884
2020-12-21,Supply Chain Staff,0.5546
2020-12-21,Unassigned,0.2327
2020-12-22,,0.7529
2020-12-22,Customer Service,0.4611
2020-12-22,Entertainment and Recreation,0.2870
2020-12-22,Facilities/Constr,0.4403
2020-12-22,Finance/Insurance,0.5817
2020-12-22,Food & Beverage,0.5161
2020-12-22,Healthcare,0.5168
2020-12-22,Hospitality Staff,0.3853
2020-12-22,Human Resources,0.3481
2020-12-22,IT,0.2071
2020-12-22,Manufacturing/Operations Staff,0.4403
2020-12-22,Marketing/Advertising,0.6247
2020-12-22,Product Management,0.6809
2020-12-22,Retail Staff,0.5385
2020-12-22,Sales,0.4663
2020-12-22,Security,0.5006
2020-12-22,Skilled Trades,0.5315
2020-12-22,Supply Chain Staff,0.5268
2020-12-22,Unassigned,0.2160
2020-12-23,,0.8675
2020-12-23,Customer Service,0.4782
2020-12-23,Entertainment and Recreation,0.3093
2020-12-23,Facilities/Constr,0.4648
2020-12-23,Finance/Insurance,0.6283
2020-12-23,Food & Beverage,0.5128
2020-12-23,Healthcare,0.5631
2020-12-23,Hospitality Staff,0.4102
2020-12-23,Human Resources,0.3815
2020-12-23,IT,0.2178
2020-12-23,Manufacturing/Operations Staff,0.4984
2020-12-23,Marketing/Advertising,0.6492
2020-12-23,Product Management,0.7244
2020-12-23,Retail Staff,0.5335
2020-12-23,Sales,0.4726
2020-12-23,Security,0.5467
2020-12-23,Skilled Trades,0.5936
2020-12-23,Supply Chain Staff,0.5710
2020-12-23,Unassigned,0.2340
2020-12-24,,0.8565
2020-12-24,Customer Service,0.4644
2020-12-24,Entertainment and Recreation,0.3015
2020-12-24,Facilities/Constr,0.4370
2020-12-24,Finance/Insurance,0.5883
2020-12-24,Food & Beverage,0.4930
2020-12-24,Healthcare,0.5383
2020-12-24,Hospitality Staff,0.4020
2020-12-24,Human Resources,0.3603
2020-12-24,IT,0.2001
2020-12-24,Manufacturing/Operations Staff,0.4853
2020-12-24,Marketing/Advertising,0.6070
2020-12-24,Product Management,0.7101
2020-12-24,Retail Staff,0.5137
2020-12-24,Sales,0.4545
2020-12-24,Security,0.5176
2020-12-24,Skilled Trades,0.5698
2020-12-24,Supply Chain Staff,0.5306
2020-12-24,Unassigned,0.2213
2020-12-25,,0.7382
2020-12-25,Customer Service,0.4048
2020-12-25,Entertainment and Recreation,0.2650
2020-12-25,Facilities/Constr,0.3622
2020-12-25,Finance/Insurance,0.4929
2020-12-25,Food & Beverage,0.4463
2020-12-25,Healthcare,0.4656
2020-12-25,Hospitality Staff,0.3461
2020-12-25,Human Resources,0.3190
2020-12-25,IT,0.1628
2020-12-25,Manufacturing/Operations Staff,0.4097
2020-12-25,Marketing/Advertising,0.4920
2020-12-25,Product Management,0.6472
2020-12-25,Retail Staff,0.4480
2020-12-25,Sales,0.3733
2020-12-25,Security,0.4610
2020-12-25,Skilled Trades,0.4824
2020-12-25,Supply Chain Staff,0.4489
2020-12-25,Unassigned,0.1881
2020-12-26,,0.6975
2020-12-26,Customer Service,0.3780
2020-12-26,Entertainment and Recreation,0.2598
2020-12-26,Facilities/Constr,0.3412
2020-12-26,Finance/Insurance,0.4764
2020-12-26,Food & Beverage,0.4156
2020-12-26,Healthcare,0.4481
2020-12-26,Hospitality Staff,0.3294
2020-12-26,Human Resources,0.3164
2020-12-26,IT,0.1535
2020-12-26,Manufacturing/Operations Staff,0.3982
2020-12-26,Marketing/Advertising,0.4577
2020-12-26,Product Management,0.6438
2020-12-26,Retail Staff,0.4176
2020-12-26,Sales,0.3500
2020-12-26,Security,0.4422
2020-12-26,Skilled Trades,0.4553
2020-12-26,Supply Chain Staff,0.4195
2020-12-26,Unassigned,0.1796
2020-12-27,,0.6947
2020-12-27,Customer Service,0.3805
2020-12-27,Entertainment and Recreation,0.2528
2020-12-27,Facilities/Constr,0.3437
2020-12-27,Finance/Insurance,0.4771
2020-12-27,Food & Beverage,0.4153
2020-12-27,Healthcare,0.4434
2020-12-27,Hospitality Staff,0.3419
2020-12-27,Human Resources,0.3197
2020-12-27,IT,0.1546
2020-12-27,Manufacturing/Operations Staff,0.4033
2020-12-27,Marketing/Advertising,0.4742
2020-12-27,Product Management,0.6654
2020-12-27,Retail Staff,0.4106
2020-12-27,Sales,0.3622
2020-12-27,Security,0.4344
2020-12-27,Skilled Trades,0.4533
2020-12-27,Supply Chain Staff,0.4176
2020-12-27,Unassigned,0.1765
2020-12-28,,0.7509
2020-12-28,Customer Service,0.3990
2020-12-28,Entertainment and Recreation,0.2561
2020-12-28,Facilities/Constr,0.3832
2020-12-28,Finance/Insurance,0.5243
2020-12-28,Food & Beverage,0.4141
2020-12-28,Healthcare,0.4751
2020-12-28,Hospitality Staff,0.3748
2020-12-28,Human Resources,0.3560
2020-12-28,IT,0.1664
2020-12-28,Manufacturing/Operations Staff,0.4583
2020-12-28,Marketing/Advertising,0.5312
2020-12-28,Product Management,0.7236
2020-12-28,Retail Staff,0.4185
2020-12-28,Sales,0.3952
2020-12-28,Security,0.4601
2020-12-28,Skilled Trades,0.5019
2020-12-28,Supply Chain Staff,0.4583
2020-12-28,Unassigned,0.1877
2020-12-29,,0.7717
2020-12-29,Customer Service,0.4114
2020-12-29,Entertainment and Recreation,0.2646
2020-12-29,Facilities/Constr,0.4033
2020-12-29,Finance/Insurance,0.5355
2020-12-29,Food & Beverage,0.4391
2020-12-29,Healthcare,0.4902
2020-12-29,Hospitality Staff,0.3927
2020-12-29,Human Resources,0.3610
2020-12-29,IT,0.1714
2020-12-29,Manufacturing/Operations Staff,0.4836
2020-12-29,Marketing/Advertising,0.5852
2020-12-29,Product Management,0.7247
2020-12-29,Retail Staff,0.4399
2020-12-29,Sales,0.4155
2020-12-29,Security,0.4849
2020-12-29,Skilled Trades,0.5202
2020-12-29,Supply Chain Staff,0.4630
2020-12-29,Unassigned,0.1930
2020-12-30,,0.6451
2020-12-30,Customer Service,0.4049
2020-12-30,Entertainment and Recreation,0.2410
2020-12-30,Facilities/Constr,0.3713
2020-12-30,Finance/Insurance,0.4633
2020-12-30,Food & Beverage,0.4574
2020-12-30,Healthcare,0.3996
2020-12-30,Hospitality Staff,0.3723
2020-12-30,Human Resources,0.3178
2020-12-30,IT,0.1523
2020-12-30,Manufacturing/Operations Staff,0.4080
2020-12-30,Marketing/Advertising,0.5559
2020-12-30,Product Management,0.6472
2020-12-30,Retail Staff,0.4452
2020-12-30,Sales,0.4098
2020-12-30,Security,0.4319
2020-12-30,Skilled Trades,0.4459
2020-12-30,Supply Chain Staff,0.4101
2020-12-30,Unassigned,0.1704
2020-12-31,,0.6555
2020-12-31,Customer Service,0.4144
2020-12-31,Entertainment and Recreation,0.2485
2020-12-31,Facilities/Constr,0.3834
2020-12-31,Finance/Insurance,0.4741
2020-12-31,Food & Beverage,0.4825
2020-12-31,Healthcare,0.3960
2020-12-31,Hospitality Staff,0.3773
2020-12-31,Human Resources,0.3227
2020-12-31,IT,0.1556
2020-12-31,Manufacturing/Operations Staff,0.4099
2020-12-31,Marketing/Advertising,0.5648
2020-12-31,Product Management,0.6306
2020-12-31,Retail Staff,0.4687
2020-12-31,Sales,0.4202
2020-12-31,Security,0.4462
2020-12-31,Skilled Trades,0.4637
2020-12-31,Supply Chain Staff,0.4304
2020-12-31,Unassigned,0.1747
2021-01-01,,0.7148
2021-01-01,Customer Service,0.4575
2021-01-01,Entertainment and Recreation,0.2719
2021-01-01,Facilities/Constr,0.4171
2021-01-01,Finance/Insurance,0.5139
2021-01-01,Food & Beverage,0.5391
2021-01-01,Healthcare,0.4314
2021-01-01,Hospitality Staff,0.4197
2021-01-01,Human Resources,0.3465
2021-01-01,IT,0.1647
2021-01-01,Manufacturing/Operations Staff,0.4349
2021-01-01,Marketing/Advertising,0.6117
2021-01-01,Product Management,0.6701
2021-01-01,Retail Staff,0.5245
2021-01-01,Sales,0.4502
2021-01-01,Security,0.4683
2021-01-01,Skilled Trades,0.5030
2021-01-01,Supply Chain Staff,0.4904
2021-01-01,Unassigned,0.1899
2021-01-02,,0.7319
2021-01-02,Customer Service,0.4725
2021-01-02,Entertainment and Recreation,0.2795
2021-01-02,Facilities/Constr,0.4280
2021-01-02,Finance/Insurance,0.5303
2021-01-02,Food & Beverage,0.5736
2021-01-02,Healthcare,0.4432
2021-01-02,Hospitality Staff,0.4321
2021-01-02,Human Resources,0.3535
2021-01-02,IT,0.1699
2021-01-02,Manufacturing/Operations Staff,0.4458
2021-01-02,Marketing/Advertising,0.6309
2021-01-02,Product Management,0.6865
2021-01-02,Retail Staff,0.5436
2021-01-02,Sales,0.4657
2021-01-02,Security,0.4781
2021-01-02,Skilled Trades,0.5141
2021-01-02,Supply Chain Staff,0.5056
2021-01-02,Unassigned,0.1958
2021-01-03,,0.7384
2021-01-03,Customer Service,0.4775
2021-01-03,Entertainment and Recreation,0.2854
2021-01-03,Facilities/Constr,0.4326
2021-01-03,Finance/Insurance,0.5329
2021-01-03,Food & Beverage,0.5848
2021-01-03,Healthcare,0.4460
2021-01-03,Hospitality Staff,0.4333
2021-01-03,Human Resources,0.3594
2021-01-03,IT,0.1723
2021-01-03,Manufacturing/Operations Staff,0.4469
2021-01-03,Marketing/Advertising,0.6372
2021-01-03,Product Management,0.6920
2021-01-03,Retail Staff,0.5480
2021-01-03,Sales,0.4708
2021-01-03,Security,0.4856
2021-01-03,Skilled Trades,0.5195
2021-01-03,Supply Chain Staff,0.5118
2021-01-03,Unassigned,0.1979
2021-01-04,,0.6952
2021-01-04,Customer Service,0.4439
2021-01-04,Entertainment and Recreation,0.2610
2021-01-04,Facilities/Constr,0.3912
2021-01-04,Finance/Insurance,0.4758
2021-01-04,Food & Beverage,0.5679
2021-01-04,Healthcare,0.4216
2021-01-04,Hospitality Staff,0.4003
2021-01-04,Human Resources,0.3287
2021-01-04,IT,0.1585
2021-01-04,Manufacturing/Operations Staff,0.3951
2021-01-04,Marketing/Advertising,0.5769
2021-01-04,Product Management,0.6239
2021-01-04,Retail Staff,0.5129
2021-01-04,Sales,0.4371
2021-01-04,Security,0.4556
2021-01-04,Skilled Trades,0.4758
2021-01-04,Supply Chain Staff,0.4727
2021-01-04,Unassigned,0.1818
2021-01-05,,0.8208
2021-01-05,Customer Service,0.5383
2021-01-05,Entertainment and Recreation,0.3309
2021-01-05,Facilities/Constr,0.4980
2021-01-05,Finance/Insurance,0.6229
2021-01-05,Food & Beverage,0.6613
2021-01-05,Healthcare,0.4888
2021-01-05,Hospitality Staff,0.4881
2021-01-05,Human Resources,0.3963
2021-01-05,IT,0.2043
2021-01-05,Manufacturing/Operations Staff,0.5164
2021-01-05,Marketing/Advertising,0.6973
2021-01-05,Product Management,0.7896
2021-01-05,Retail Staff,0.6117
2021-01-05,Sales,0.5590
2021-01-05,Security,0.5187
2021-01-05,Skilled Trades,0.6012
2021-01-05,Supply Chain Staff,0.6139
2021-01-05,Unassigned,0.2276
2021-01-06,,0.8850
2021-01-06,Customer Service,0.5775
2021-01-06,Entertainment and Recreation,0.3697
2021-01-06,Facilities/Constr,0.5349
2021-01-06,Finance/Insurance,0.6777
2021-01-06,Food & Beverage,0.6987
2021-01-06,Healthcare,0.5283
2021-01-06,Hospitality Staff,0.5309
2021-01-06,Human Resources,0.4087
2021-01-06,IT,0.2259
2021-01-06,Manufacturing/Operations Staff,0.5596
2021-01-06,Marketing/Advertising,0.7488
2021-01-06,Product Management,0.8542
2021-01-06,Retail Staff,0.6531
2021-01-06,Sales,0.5982
2021-01-06,Security,0.5597
2021-01-06,Skilled Trades,0.6557
2021-01-06,Supply Chain Staff,0.6661
2021-01-06,Unassigned,0.2452
2021-01-07,,0.9597
2021-01-07,Customer Service,0.6260
2021-01-07,Entertainment and Recreation,0.4081
2021-01-07,Facilities/Constr,0.5919
2021-01-07,Finance/Insurance,0.7548
2021-01-07,Food & Beverage,0.7432
2021-01-07,Healthcare,0.5905
2021-01-07,Hospitality Staff,0.5777
2021-01-07,Human Resources,0.4446
2021-01-07,IT,0.2534
2021-01-07,Manufacturing/Operations Staff,0.6231
2021-01-07,Marketing/Advertising,0.8046
2021-01-07,Product Management,0.9523
2021-01-07,Retail Staff,0.7002
2021-01-07,Sales,0.6478
2021-01-07,Security,0.6124
2021-01-07,Skilled Trades,0.7244
2021-01-07,Supply Chain Staff,0.7362
2021-01-07,Unassigned,0.2714
2021-01-08,,1.0877
2021-01-08,Customer Service,0.6841
2021-01-08,Entertainment and Recreation,0.4520
2021-01-08,Facilities/Constr,0.6692
2021-01-08,Finance/Insurance,0.8552
2021-01-08,Food & Beverage,0.7816
2021-01-08,Healthcare,0.6610
2021-01-08,Hospitality Staff,0.6231
2021-01-08,Human Resources,0.4896
2021-01-08,IT,0.2933
2021-01-08,Manufacturing/Operations Staff,0.7125
2021-01-08,Marketing/Advertising,0.8969
2021-01-08,Product Management,1.0972
2021-01-08,Retail Staff,0.7460
2021-01-08,Sales,0.7367
2021-01-08,Security,0.7113
2021-01-08,Skilled Trades,0.8348
2021-01-08,Supply Chain Staff,0.8133
2021-01-08,Unassigned,0.3048
2021-01-09,,1.2174
2021-01-09,Customer Service,0.7557
2021-01-09,Entertainment and Recreation,0.4936
2021-01-09,Facilities/Constr,0.7401
2021-01-09,Finance/Insurance,0.9350
2021-01-09,Food & Beverage,0.8357
2021-01-09,Healthcare,0.7366
2021-01-09,Hospitality Staff,0.6823
2021-01-09,Human Resources,0.5326
2021-01-09,IT,0.3259
2021-01-09,Manufacturing/Operations Staff,0.7799
2021-01-09,Marketing/Advertising,0.9835
2021-01-09,Product Management,1.2307
2021-01-09,Retail Staff,0.8084
2021-01-09,Sales,0.8102
2021-01-09,Security,0.8024
2021-01-09,Skilled Trades,0.9296
2021-01-09,Supply Chain Staff,0.9023
2021-01-09,Unassigned,0.3361
2021-01-10,,1.2331
2021-01-10,Customer Service,0.7660
2021-01-10,Entertainment and Recreation,0.4954
2021-01-10,Facilities/Constr,0.7450
2021-01-10,Finance/Insurance,0.9483
2021-01-10,Food & Beverage,0.8429
2021-01-10,Healthcare,0.7480
2021-01-10,Hospitality Staff,0.6906
2021-01-10,Human Resources,0.5350
2021-01-10,IT,0.3283
2021-01-10,Manufacturing/Operations Staff,0.7803
2021-01-10,Marketing/Advertising,0.9910
2021-01-10,Product Management,1.2298
2021-01-10,Retail Staff,0.8202
2021-01-10,Sales,0.8170
2021-01-10,Security,0.8066
2021-01-10,Skilled Trades,0.9381
2021-01-10,Supply Chain Staff,0.9092
2021-01-10,Unassigned,0.3398
2021-01-11,,1.3017
2021-01-11,Customer Service,0.8678
2021-01-11,Entertainment and Recreation,0.5703
2021-01-11,Facilities/Constr,0.8129
2021-01-11,Finance/Insurance,1.0532
2021-01-11,Food & Beverage,0.9802
2021-01-11,Healthcare,0.7969
2021-01-11,Hospitality Staff,0.7727
2021-01-11,Human Resources,0.5854
2021-01-11,IT,0.3560
2021-01-11,Manufacturing/Operations Staff,0.8471
2021-01-11,Marketing/Advertising,1.1112
2021-01-11,Product Management,1.3319
2021-01-11,Retail Staff,0.9468
2021-01-11,Sales,0.8951
2021-01-11,Security,0.8707
2021-01-11,Skilled Trades,1.0045
2021-01-11,Supply Chain Staff,1.0049
2021-01-11,Unassigned,0.3805
2021-01-12,,1.2512
2021-01-12,Customer Service,0.8162
2021-01-12,Entertainment and Recreation,0.5333
2021-01-12,Facilities/Constr,0.7523
2021-01-12,Finance/Insurance,0.9703
2021-01-12,Food & Beverage,0.9272
2021-01-12,Healthcare,0.7743
2021-01-12,Hospitality Staff,0.7247
2021-01-12,Human Resources,0.5687
2021-01-12,IT,0.3375
2021-01-12,Manufacturing/Operations Staff,0.7752
2021-01-12,Marketing/Advertising,1.0419
2021-01-12,Product Management,1.2588
2021-01-12,Retail Staff,0.8838
2021-01-12,Sales,0.8288
2021-01-12,Security,0.8336
2021-01-12,Skilled Trades,0.9484
2021-01-12,Supply Chain Staff,0.9385
2021-01-12,Unassigned,0.3578
2021-01-13,,1.2571
2021-01-13,Customer Service,0.7996
2021-01-13,Entertainment and Recreation,0.5193
2021-01-13,Facilities/Constr,0.7462
